qid,question,category,generated_answer,num_new_tokens,mean_logprob,min_logprob,mean_entropy,correct_sim,incorrect_sim,label,llm_calls,semantic_correct_sim,semantic_incorrect_sim,semantic_label
sciq_0014,What branch of science explains much of what you observe and do in your daily life?,science,The branch of science that explains much of what you observe and do in your daily life is physics.,20,-0.0675892052165636,-0.6791360974311829,0.234488040360884,0.0999999999999999,0.0999999999999999,1,1,0.6338975429534912,0.4690912961959839,0
sciq_0015,What theory states that there is no interaction between individual gas particles?,science,The theory that states there is no interaction between individual gas particles is the Ideal Gas Law theory.,19,-0.2053320220327709,-1.277335286140442,0.4862025239088229,0.1111111111111111,0.1111111111111111,1,1,0.38982418179512024,0.2762739658355713,0
sciq_0016,"Most mammals are viviparous, which refers to what reproductive result?",science,"Most mammals are viviparous, meaning they give birth to live young instead of laying eggs.",20,-0.1198898549220757,-1.1980639696121216,0.2866203060122643,0.2352941176470588,0.2352941176470588,1,1,0.4700130820274353,0.47918158769607544,1
sciq_0017,Toxins and poisons are ______ enzyme inhibitos,science,"Toxins and poisons can inhibit enzymes, which are proteins that speed up chemical reactions in the body.",20,-0.3384519685525447,-1.4608289003372192,0.8095988404005766,0.0,0.0,1,1,-0.03528514504432678,0.0990447849035263,1
sciq_0018,How did the first seed plants form seeds?,science,"The first seed plants formed seeds through a process involving the development of a seed coat, embryo, and stored food reserves. This process involved the evolution of specialized reproductive structures and mechanisms that allowed plants to produce seeds that could survive and grow into new plants.",50,-0.5565829222719185,-1.767225742340088,1.3293901316821577,0.0,0.0,1,1,0.04144144430756569,0.21317967772483826,1
sciq_0019,"A thermite reaction is thermodynamically spontaneous, and because it is associated with a significant release of heat, it is regarded as what?",science,"A thermite reaction is thermodynamically spontaneous and associated with a significant release of heat, making it regarded as exothermic.",26,-0.1472755599529591,-0.7488691210746765,0.3914316889372108,0.1111111111111111,0.0,0,1,0.5521116256713867,0.4959214925765991,0
sciq_0020,"The right and left hip bones, with the addition of the sacrum and coccyx form what section of the skeleton?",science,"The right and left hip bones, with the addition of the sacrum and coccyx, form the pelvis section of the skeleton.",27,-0.1340592552115527,-1.0681482553482056,0.2543231113900051,0.1176470588235294,0.0,0,1,0.6147357225418091,0.3497599959373474,0
sciq_0021,Organs involved in digestion that do not have food pass through them are called?,science,The organs involved in digestion that do not have food passing through them are called accessory organs.,18,-0.1581247190052737,-0.7008324265480042,0.4725548248275623,0.2222222222222222,0.1111111111111111,0,1,0.6493528485298157,0.49275708198547363,0
sciq_0022,"Sponges exemplify what type of arrangement, where different cells are specialized for different functions, but each cell works alone?",science,"Sponges exemplify a pseudostratified columnar arrangement, where different cells are specialized for different functions, but each cell works alone.",28,-0.2064609488879793,-1.8709951639175413,0.6291286921576297,0.0952380952380952,0.0,0,1,0.5618389844894409,0.23556165397167206,0
sciq_0023,What form the skeletons of most organic molecules?,science,The skeletons of most organic molecules are composed of carbon and hydrogen atoms.,14,-0.2756017031039976,-1.108330011367798,0.5708096256629298,0.1428571428571428,0.0,0,1,0.43536505103111267,0.406898558139801,0
sciq_0024,What type of eclipse happens when a full moon moves through earth's shadow?,science,A lunar eclipse occurs when a full moon moves through Earth's shadow.,14,-0.1480041934171043,-0.5335465669631958,0.3802471053786576,0.1666666666666666,0.0,0,1,0.591647744178772,0.30077239871025085,0
sciq_0025,Enzymes can catalyze up to several million reactions per what?,science,Enzymes can catalyze up to several million reactions per second.,13,-0.0059146613509798,-0.0297926515340805,0.0407152644554746,0.1818181818181818,0.0,0,1,0.08417697250843048,0.16042891144752502,1
sciq_0026,The lithosphere is divided into a dozen major and several minor what?,science,The lithosphere is divided into a dozen major and several minor tectonic plates.,15,-0.0156530984393612,-0.1015147194266319,0.0879348831484094,0.1666666666666666,0.0,0,1,0.4215961992740631,0.2730804979801178,0
sciq_0027,The energy required to remove an electron from a gaseous atom is called?,science,The energy required to remove an electron from a gaseous atom is called the ionization energy.,17,-0.058172570720618,-0.7721980810165405,0.1488572738359353,0.2857142857142857,0.1428571428571428,0,1,0.7444677948951721,0.46547311544418335,0
sciq_0028,"What substance, which forms igneous rock, flows out in rivers of lava when it reaches the surface?",science,The substance that forms igneous rock when it flows out in rivers of lava is lava.,17,-0.201798878966228,-1.1160386800765991,0.5152717775062603,0.0,0.0,1,1,0.4934121072292328,0.34437963366508484,0
sciq_0029,What is it called when birds keep their eggs warm while the embryos inside develop?,science,It is called incubation.,5,-0.1981150849256664,-0.6484106183052063,0.5356694970279932,0.4,0.0,0,1,0.8468478322029114,0.39723777770996094,0
sciq_0030,The lancelet lacks what feature that distinguishes vertebrates?,science,"The lancelet lacks a vertebral column, which distinguishes vertebrates from other chordates.",16,-0.2938938285069525,-0.8300392031669617,0.7181101545770616,0.0,0.0,1,1,0.21854765713214874,0.09776893258094788,0
sciq_0031,What are the smallest structural and functional unit of all living organisms?,science,The smallest structural and functional unit of all living organisms is the cell.,14,-0.0278374528187928,-0.3139432668685913,0.0825303510251355,0.0,0.0,1,1,0.5265807509422302,0.34147000312805176,0
sciq_0032,Population size is the number of what in a population?,science,Population size refers to the number of individuals or members in a population.,14,-0.2243129972908459,-1.0588526725769043,0.5185357153033172,0.1666666666666666,0.0,0,1,0.3437963128089905,0.1969394087791443,0
sciq_0033,What does jupiter reflect a lot of due to its size?,science,"Jupiter reflects a lot due to its size, as it is the largest planet in our solar system, covering a significant portion of the sky and reflecting sunlight back into space.",35,-0.3360354977394438,-1.2495850324630735,0.8423708195733655,0.0714285714285714,0.0,0,1,0.3684750199317932,0.12319983541965485,0
sciq_0034,There are 20 different common amino acids needed to make what organic compound?,science,"The 20 different common amino acids are needed to make proteins, which are organic compounds.",19,-0.2027153752645206,-0.6356935501098633,0.5635570492472892,0.1333333333333333,0.0,0,1,0.5408241748809814,0.25610870122909546,0
sciq_0035,Non-human organisms that mainly consume plants/other primary producers are known as what?,science,Non-human organisms that mainly consume plants/other primary producers are known as herbivores.,17,-0.0699344932128202,-0.3356942534446716,0.2399147119071772,0.1333333333333333,0.0,0,1,0.7515506744384766,0.5340722799301147,0
sciq_0036,What is the mechanism by which favorable traits become more common in organisms over the course of generations?,science,The mechanism by which favorable traits become more common in organisms over the course of generations is through natural selection.,21,-0.1241269908991095,-1.030270218849182,0.2531384944987145,0.1999999999999999,0.0999999999999999,0,1,0.7392022609710693,0.5782127380371094,0
sciq_0037,How do multicellular organisms grow in size?,science,"Multicellular organisms grow in size through cell division, where cells divide and produce new cells, allowing the organism to increase in size.",27,-0.3167434590387377,-1.312364935874939,0.7577955063255744,0.2962962962962963,0.2222222222222222,0,1,0.5580459833145142,0.4730108380317688,0
sciq_0038,A vapor light produces visible light by what process?,science,A vapor light produces visible light through the process of incandescence.,14,-0.1970536536871674,-1.1223212480545044,0.4046681358148427,0.0,0.0,1,1,0.41103699803352356,0.3926486372947693,0
sciq_0039,Which kind of muscle regulates air flow in lungs?,science,"The diaphragm, a dome-shaped muscle, regulates air flow in the lungs.",16,-0.2058426569353741,-0.7784407138824463,0.5695944834678812,0.0,0.0,1,1,0.07735469937324524,0.32436883449554443,1
sciq_0040,"What useful tool helps scientists work with, understand and make predictions about extremely complex systems?",science,"Scientists use computational models and simulations to work with, understand, and make predictions about extremely complex systems.",20,-0.2555065819387891,-0.989308536052704,0.6972880473607802,0.1111111111111111,0.0,0,1,0.4476642906665802,0.151021808385849,0
sciq_0041,Water can be broken down into hydrogen and oxygen gases by the addition of what?,science,Water can be broken down into hydrogen and oxygen gases by the addition of electricity.,16,-0.1304257838368698,-0.9449896812438964,0.2991533818149037,0.0,0.0,1,1,0.35116279125213623,0.15549100935459137,0
sciq_0042,A moraine is sediment deposited by what?,science,A moraine is sediment deposited by glaciers.,9,-0.133029221660561,-1.0179753303527832,0.2694802841740764,0.0,0.0,1,1,0.5114874839782715,0.4410575032234192,0
sciq_0043,Hertz proved that what type of waves travel at the speed of light?,science,Hertz proved that electromagnetic waves travel at the speed of light.,14,-0.0487864734572148,-0.3816123306751251,0.2016173623427935,0.1818181818181818,0.0,0,1,0.49695008993148804,0.13377682864665985,0
sciq_0044,What does a continuous string of earthquakes indicate about a volcano?,science,"A continuous string of earthquakes indicates that magma is rising and moving beneath a volcano, which can lead to an impending eruption.",24,-0.4307431930232799,-1.6410672664642334,1.002683678161399,0.1818181818181818,0.0909090909090909,0,1,0.44371646642684937,0.22188019752502441,0
sciq_0045,Mollusks have a true coelom and a complete what?,science,Mollusks have a true coelom and a complete body cavity.,15,-0.0940944228779092,-0.8943871259689331,0.3426513332951193,0.0,0.0,1,1,0.3445959985256195,0.33487647771835327,0
sciq_0046,What is a large molecule with many repeating units?,science,A large molecule with many repeating units is a polymer.,11,-0.121676531239328,-0.7532598376274109,0.3088983114681799,0.2222222222222222,0.0,0,1,0.6834161281585693,0.44942280650138855,0
sciq_0047,How many viruses that can cause cancer in humans have been identified by scientists?,science,Scientists have identified 17 viruses that can cause cancer in humans.,14,-0.3570117972662306,-1.270934820175171,0.7597428964717048,0.0,0.0,1,1,0.22593560814857483,0.2329011857509613,1
sciq_0048,What geologic era is also known as the age of mammals?,science,The geologic era known as the Age of Mammals is also referred to as the Cenozoic Era.,21,-0.1394304861923306,-0.968064785003662,0.3824191817042274,0.25,0.125,0,1,0.6959502696990967,0.627976655960083,0
sciq_0049,What 3 things do animals need to live and survive?,science,"Animals need food, water, and shelter to live and survive.",13,-0.151036095218912,-0.9920647144317628,0.3681437349699151,0.4285714285714285,0.4285714285714285,1,1,0.42506009340286255,0.5910871028900146,1
sciq_0050,What type of particle collides with an atom of u-235 during the basic nuclear fission process?,science,"During the basic nuclear fission process, a neutron collides with an atom of u-235, causing it to split into two smaller atoms and releasing more neutrons and energy.",36,-0.2238902924380378,-0.8826603889465332,0.5354926069464404,0.074074074074074,0.0,0,1,0.5209565758705139,0.4802737832069397,0
sciq_0051,Earth's axis is an imaginary line passing through which poles?,science,Earth's axis is an imaginary line passing through its North and South poles.,15,-0.1520412754984136,-0.7642242312431335,0.3293927748658461,0.375,0.25,0,1,0.3868207335472107,0.38137853145599365,0
sciq_0052,"In a plant, the flower contains what?",science,"In a plant, the flower contains reproductive structures such as stamens and carpels, which produce pollen and seeds.",23,-0.3556855914400191,-1.7060911655426023,0.7830707299999236,0.2105263157894736,0.1052631578947368,0,1,0.49965110421180725,0.48285767436027527,0
sciq_0053,What cycle is part of cellular respiration and makes atp and naph?,science,The cycle that is part of cellular respiration and makes ATP and NADPH is the light-dependent reactions and the Calvin cycle.,25,-0.2563525129801018,-1.2029297351837158,0.6592885450800532,0.0,0.0952380952380952,1,1,0.08516785502433777,0.4224848747253418,1
sciq_0054,What are people with osteoporosis at increased risk of?,science,"People with osteoporosis are at increased risk of bone fractures, particularly in the hips, spine, and wrists.",21,-0.1841137808954781,-1.2868818044662476,0.437859819852747,0.2222222222222222,0.0,0,1,0.6355152726173401,0.08159871399402618,0
sciq_0055,What is the most abundant metal of the earth's crust?,science,The most abundant metal in the Earth's crust is iron.,12,-0.133355329212236,-0.7091066837310791,0.2648716161523528,0.0,0.0,1,1,0.4080754816532135,0.4335635304450989,1
sciq_0056,What is the middle layer of connective tissue called?,science,The middle layer of connective tissue is called the stroma.,12,-0.1949154921800679,-1.5073541402816772,0.4968442110281709,0.0,0.0,1,1,0.10717274248600006,0.27178776264190674,1
sciq_0057,About how tall can mid-ocean ridges be?,science,"Mid-ocean ridges can reach heights of up to 2,000 meters (6,562 feet) in some areas.",29,-0.2431378845722065,-1.3960317373275757,0.6336818460098083,0.0952380952380952,0.1904761904761905,1,1,0.405862957239151,0.4672033488750458,1
sciq_0058,"Competition that occurs between members of the same species, which improves the species’ adaptations, is called what?",science,"Competition between members of the same species, which improves their adaptations, is called interspecies competition.",20,-0.2255165899413441,-0.9003509283065796,0.5681994162074261,0.125,0.25,1,1,0.7628315687179565,0.6833978295326233,0
sciq_0059,What is the term for a measure of both speed and direction?,science,The term for a measure of both speed and direction is velocity.,13,-0.0253937714260246,-0.1953589916229248,0.1110551518056756,0.1818181818181818,0.0,0,1,0.5968503952026367,0.3493773937225342,0
sciq_0060,"Cnidarians are an example of organisms that possess a simple type of what system, used for sensing touch?",science,"Cnidarians possess a simple type of sensory system called the cnidocyte system, which is used for sensing touch.",24,-0.318243874284974,-1.4438107013702393,0.7728413315865813,0.1111111111111111,0.1111111111111111,1,1,0.4816127121448517,0.2774324417114258,0
sciq_0061,"The lens focuses light on the retina , which covers the back of the inside of the eye. the retina has light-sensing photoreceptor cells called?",science,The retina has light-sensing photoreceptor cells called rods and cones.,15,-0.0917549137066089,-0.6263585090637207,0.2041867466740465,0.4615384615384615,0.3076923076923076,0,1,0.4853699803352356,0.3340321183204651,0
sciq_0062,What is the the process by which remains or traces of living things become fossils called?,science,The process by which remains or traces of living things become fossils is called fossilization.,17,-0.0619559651936469,-0.5914311408996582,0.1551368483892207,0.1333333333333333,0.0,0,1,0.7336969971656799,0.24010971188545227,0
sciq_0063,How does increasing the temperature of reactants affect the rate of their reaction?,science,"Increasing the temperature of reactants generally increases the rate of their reaction, as higher temperatures provide more kinetic energy to molecules, allowing them to collide more frequently and with greater force.",35,-0.2101169454420025,-1.075377106666565,0.4964174619218933,0.0625,0.0,0,1,0.35181111097335815,0.331312894821167,0
sciq_0064,Soap acts as what kind of agent between grease and water?,science,"Soap acts as a surfactant, reducing the surface tension between grease and water, allowing them to mix and form a stable emulsion.",27,-0.2930154431959198,-1.950451135635376,0.6720626256665801,0.0,0.0,1,1,0.43350061774253845,0.3481038510799408,0
sciq_0065,"""incident"" and ""reflected"" are two types of what?",science,"""Incident"" and ""reflected"" are two types of electromagnetic waves.",16,-0.2056920099084891,-1.8605836629867556,0.5689936166309053,0.0,0.0,1,1,0.28111448884010315,0.3239012360572815,1
sciq_0066,"In the inner ear, the vibrations are changed to electrical signals by hair cells lining what?",science,The vibrations in the inner ear are changed to electrical signals by hair cells lining the cochlea.,19,-0.1466807388733885,-1.0851497650146484,0.3275369652148679,0.1333333333333333,0.125,0,1,0.596714973449707,0.5454860925674438,0
sciq_0067,What part of the neuron is a large structure with a central nucleus?,science,The large structure with a central nucleus in a neuron is the cell body or the soma.,19,-0.1620751413512679,-0.9370946884155272,0.4077487972030404,0.2857142857142857,0.1428571428571428,0,1,0.5426504015922546,0.35896623134613037,0
sciq_0068,"When equal amounts of a strong acid such as hydrochloric acid are mixed with a strong base such as sodium hydroxide, the result is what kind of solution?",science,"When equal amounts of a strong acid like hydrochloric acid are mixed with a strong base like sodium hydroxide, the result is a neutral solution.",28,-0.1063613167796932,-0.9702735543251038,0.2265747865767003,0.0869565217391304,0.0,0,1,0.5176244974136353,0.12453410774469376,0
sciq_0069,Light is a form of what kind of energy?,science,Light is a form of electromagnetic energy.,8,-0.0147799272892825,-0.0530454516410827,0.0746328458117204,0.5,0.25,0,1,0.6786181926727295,0.41881537437438965,0
sciq_0070,What organs are considered the female gonads?,science,The female gonads are ovaries.,7,-0.2780725528635749,-0.912999153137207,0.6655445683614484,0.4,0.0,0,1,0.7387350797653198,0.4864112138748169,0
sciq_0071,The type of bond that forms between molecules is called what?,science,The type of bond that forms between molecules is called a chemical bond.,14,-0.0451659316300135,-0.3066591024398803,0.1628612426086744,0.1538461538461538,0.1538461538461538,1,1,0.5434863567352295,0.6187692284584045,1
sciq_0072,What crucial role does beneficial fungi play?,science,"Beneficial fungi play a crucial role in decomposing organic matter, forming symbiotic relationships with plant roots, and aiding in nutrient cycling.",27,-0.2297028303045644,-1.169522404670715,0.5842209490757442,0.0,0.0,1,1,0.36364203691482544,0.3663328289985657,1
sciq_0073,What do ecologists study at every level?,science,"Ecologeists study the interactions between organisms and their environment at every level, including the local, regional, and global scales.",27,-0.3675857393924768,-1.6556236743927002,0.901057627397003,0.0,0.0,1,1,0.5925966501235962,0.29210519790649414,0
sciq_0074,What phase does the nuclear envelope begin to break down?,science,The nuclear envelope begins to break down during the G2 phase of the cell cycle.,17,-0.191110659809751,-1.0720922946929932,0.49475928526269,0.0,0.0,1,1,0.07925954461097717,0.1593942642211914,1
sciq_0075,How do prokaryotic cells divide?,science,"Prokaryotic cells divide through a process called binary fission, where the cell replicates its DNA and then splits into two identical daughter cells.",27,-0.1695421086850459,-0.8559007048606873,0.4009361552385531,0.1739130434782608,0.0869565217391304,0,1,0.6039117574691772,0.5535037517547607,0
sciq_0076,What is the name of the molecule which has one carbon and four hydrogen atoms?,science,The name of the molecule with one carbon and four hydrogen atoms is methane.,15,-0.087752227625242,-0.4124860763549804,0.2485061313665937,0.1538461538461538,0.1428571428571428,0,1,0.6520848870277405,0.3670806288719177,0
sciq_0077,Most fungi get organic compounds from what?,science,Most fungi obtain organic compounds from dead and decaying organic matter.,12,-0.3801573334415782,-1.379534363746643,0.7984927902386213,0.1538461538461538,0.0,0,1,0.5710492730140686,0.4371674060821533,0
sciq_0078,"What nervous system is divided into two parts, the sensory division and the motor division?",science,"The nervous system divided into two parts is the peripheral nervous system, which includes the sensory division and the motor division.",23,-0.2091369246000281,-0.9796016216278076,0.4844441316682091,0.1111111111111111,0.0,0,1,0.4311356842517853,0.3152221441268921,0
sciq_0079,We must remember that the formal charge calculated for an atom is not the actual charge of the atom in the molecule. formal charge is only a useful bookkeeping procedure; it does not indicate the presence of these?,science,The actual charge of an atom in a molecule is not indicated by the calculated formal charge.,18,-0.2280812834182547,-0.694813072681427,0.5412289232739972,0.1333333333333333,0.0,0,1,0.3840603232383728,0.36082154512405396,0
sciq_0080,What are most cells surrounded by?,science,Most cells are surrounded by a plasma membrane.,9,-0.1846152832214203,-0.7677971124649048,0.4212970543238852,0.0,0.0,1,1,0.07349065691232681,0.3272007703781128,1
sciq_0081,Humans are among the most versatile of mammals with what type of diet?,science,"Humans are among the most versatile of mammals with a omnivorous diet, consuming both plants and animals.",20,-0.2484753137679945,-0.9502383470535278,0.562110276648309,0.0,0.0,1,1,0.4833831787109375,0.5358363389968872,1
sciq_0082,What particles ancient greeks propose that matter consists of ?,science,Ancient Greeks proposed that matter consists of particles called atoms.,11,-0.2559645559786903,-1.1979048252105713,0.569234527986158,0.1818181818181818,0.0,0,1,0.5669018030166626,0.45294132828712463,0
sciq_0083,Solute potential is also called osmotic potential because solutes affect the direction of what?,science,Solute potential is also called osmotic potential because it affects the direction of water movement in a solution.,21,-0.207993361879787,-1.0317286252975464,0.573412462157421,0.0,0.0,1,1,0.5527406930923462,0.2678857445716858,0
sciq_0084,"The components of a mixture keep their own identity when they combine, so they retain what type of properties, such as boiling point and ability to dissolve?",science,"The components of a mixture keep their own identity when they combine, so they retain their original properties, such as boiling point and ability to dissolve.",29,-0.1800241755718161,-0.9638001918792723,0.4365526946544534,0.0,0.0,1,1,0.03932266682386398,0.197128027677536,1
sciq_0085,What term is used to describe  is the spontaneous emission of particles and radiation from atomic nuclei?,science,"The term used to describe the spontaneous emission of particles and radiation from atomic nuclei is ""radioactivity.""",20,-0.1310220175439724,-1.0453076362609863,0.3066291204324443,0.125,0.0,0,1,0.6369248628616333,0.3402421176433563,0
sciq_0086,What are atoms with unstable nuclei are considered to be?,science,Atoms with unstable nuclei are considered radioactive.,9,-0.0805786715678146,-0.4130377173423767,0.2568286337061888,0.25,0.25,1,1,0.6756353378295898,0.3467228412628174,0
sciq_0087,What type of organism generally lives in or on its host?,science,A parasite generally lives in or on its host.,10,-0.2752994687645696,-0.7759312987327576,0.641508285724558,0.2222222222222222,0.0,0,1,0.782710075378418,0.432026743888855,0
sciq_0088,Cardiac muscle is found only in which part of the heart?,science,Cardiac muscle is found only in the heart.,10,-0.0802280289763075,-0.2811284363269806,0.2840155619516736,0.0,0.0,1,1,0.018951188772916794,0.12138631939888,1
sciq_0089,"What occurs not only as organisms grow, but as they reproduce.",science,"As organisms grow, they also reproduce, resulting in the continuation of their species.",16,-0.4134347171207082,-1.0934925079345703,1.159432364111126,0.0,0.0,1,1,0.23810571432113647,0.15440596640110016,0
sciq_0090,"What anatomical structures insulate, protect and provide sensory input?",science,"The anatomical structures that insulate, protect, and provide sensory input include the skin, bones, muscles, and sensory organs.",25,-0.2881015413444766,-1.3844159841537476,0.7408541873101785,0.0,0.0,1,1,0.15155774354934692,0.27573490142822266,1
sciq_0091,"Control of the body can be somatic or autonomic, offering one way to divide what organ system by function?",science,"The control of the body can be divided into somatic and autonomic functions, with somatic control being somatic, offering one way to divide the organ system by function.",31,-0.3461156016086123,-1.441523551940918,0.9061707155328363,0.074074074074074,0.074074074074074,1,1,0.42621201276779175,0.40972471237182617,0
sciq_0092,What blood-carrying structures contain one-way valves that contribute to the return of blood to the heart?,science,The blood-carrying structures that contain one-way valves that contribute to the return of blood to the heart are veins.,24,-0.084386376207874,-0.92770254611969,0.2146116630745685,0.1052631578947368,0.0,0,1,0.614267885684967,0.21170872449874878,0
sciq_0093,"In astronomy, what are so dense that not even light can escape their gravity?",science,"In astronomy, objects that are dense enough to not allow light to escape their gravity are called black holes.",21,-0.27247389521411,-1.165138840675354,0.6716501354905111,0.1904761904761905,0.0952380952380952,0,1,0.6473512649536133,0.32887548208236694,0
sciq_0094,"Water is considered a what since it is a polar molecule with slightly positive and slightly negative charges, so ions and polar molecules can readily dissolve in it?",science,"Water is considered a polar molecule due to its slightly positive and slightly negative charges, allowing it to dissolve ions and polar molecules easily.",26,-0.1947590818645739,-0.9328209161758424,0.4456091631649402,0.0,0.0,1,1,0.390400767326355,0.22623981535434723,0
sciq_0095,What kind of weather can you expect if a center of low pressure is moving your way?,science,"If a center of low pressure is moving towards you, you can expect fair to partly cloudy skies, light winds, and a temperature range of 50-65°F (10-18°C).",45,-0.450958743352506,-2.182274103164673,0.8454325406032795,0.0,0.0,1,1,0.21516185998916626,0.2898423671722412,1
sciq_0096,What type of climate does the coast of california have?,science,"The coast of California has a Mediterranean climate, characterized by mild, wet winters and warm, dry summers.",21,-0.1332982753279533,-0.7401518821716309,0.3263804513532835,0.125,0.0,0,1,0.4850454032421112,0.20943483710289001,0
sciq_0097,What rock group offers the richest source of fossils?,science,The rock group offering the richest source of fossils is the band Led Zeppelin.,17,-0.3041277162281885,-1.6982496976852417,0.9453007387188228,0.0,0.0,1,1,0.35636627674102783,0.16784144937992096,0
sciq_0098,What is another name for the vertebral column?,science,Another name for the vertebral column is the spine.,10,-0.1355690953161684,-0.6364996433258057,0.3028696131659671,0.0,0.2222222222222222,1,1,0.331826388835907,0.5704152584075928,1
sciq_0099,The sex of developing crocodilians is determined by what during incubation?,science,The sex of developing crocodilians is determined by temperature during incubation.,14,-0.1060495025198601,-0.7349582314491272,0.2736719718788143,0.3076923076923076,0.1538461538461538,0,1,0.5027340650558472,0.3593800663948059,0
sciq_0100,"Like the frame of a house, what gives the cell an internal structure?",science,"The cell's internal structure is provided by the cell membrane, cytoplasm, and organelles.",17,-0.3291513794170254,-1.4312727451324463,0.7956942603649462,0.0,0.1538461538461538,1,1,0.4407058358192444,0.48596787452697754,1
sciq_0101,About half of what type of radiation is absorbed in the first 15 meters of water?,science,Half of the radiation is absorbed in the first 15 meters of water.,16,-0.1464749313404354,-0.7091037631034851,0.4731134955363814,0.0,0.0,1,1,0.21814227104187012,0.10372692346572876,0
sciq_0102,What kind of muscle is the heart mainly composed of?,science,The heart is mainly composed of cardiac muscle.,9,-0.1331318080289444,-0.6662245988845825,0.3676307996114095,0.4444444444444445,0.2222222222222222,0,1,0.7608394622802734,0.378595232963562,0
sciq_0103,What is the term for the force that a magnet exerts on certain materials?,science,The term for the force that a magnet exerts on certain materials is magnetism.,15,-0.0759528702061895,-0.6768895387649536,0.1491436871971624,0.1538461538461538,0.1538461538461538,1,1,0.7051329612731934,0.3473833203315735,0
sciq_0104,Silk and cotton are examples of what kind of fiber?,science,Silk and cotton are examples of natural fibers.,10,-0.0327277706529002,-0.1315135508775711,0.1618704540131147,0.2222222222222222,0.0,0,1,0.36754199862480164,0.22601108253002167,0
